@diffgr:id,@msdata:rowOrder,CodEstacao,DataHora,Vazao,Nivel,Chuva
DadosHidrometereologicos1,0,23466000,2023-07-12 23:45:00,25.84,197.00,0.00
DadosHidrometereologicos2,1,23466000,2023-07-12 23:30:00,25.84,197.00,0.00
DadosHidrometereologicos3,2,23466000,2023-07-12 23:15:00,25.84,197.00,0.00
DadosHidrometereologicos4,3,23466000,2023-07-12 23:00:00,25.84,197.00,0.00
DadosHidrometereologicos5,4,23466000,2023-07-12 22:45:00,25.84,197.00,0.00
DadosHidrometereologicos6,5,23466000,2023-07-12 22:30:00,25.84,197.00,0.00
DadosHidrometereologicos7,6,23466000,2023-07-12 22:15:00,25.84,197.00,0.00
DadosHidrometereologicos8,7,23466000,2023-07-12 22:00:00,25.84,197.00,0.00
DadosHidrometereologicos9,8,23466000,2023-07-12 21:45:00,25.84,197.00,0.00
DadosHidrometereologicos10,9,23466000,2023-07-12 21:30:00,25.84,197.00,0.00
DadosHidrometereologicos11,10,23466000,2023-07-12 21:15:00,25.84,197.00,0.00
DadosHidrometereologicos12,11,23466000,2023-07-12 21:00:00,25.84,197.00,0.00
DadosHidrometereologicos13,12,23466000,2023-07-12 20:45:00,25.84,197.00,0.00
DadosHidrometereologicos14,13,23466000,2023-07-12 20:30:00,25.84,197.00,0.00
DadosHidrometereologicos15,14,23466000,2023-07-12 20:15:00,25.84,197.00,0.00
DadosHidrometereologicos16,15,23466000,2023-07-12 20:00:00,25.84,197.00,0.00
DadosHidrometereologicos17,16,23466000,2023-07-12 19:45:00,25.84,197.00,0.00
DadosHidrometereologicos18,17,23466000,2023-07-12 19:30:00,25.84,197.00,0.00
DadosHidrometereologicos19,18,23466000,2023-07-12 19:15:00,25.84,197.00,0.00
DadosHidrometereologicos20,19,23466000,2023-07-12 19:00:00,25.84,197.00,0.00
DadosHidrometereologicos21,20,23466000,2023-07-12 18:45:00,25.84,197.00,0.00
DadosHidrometereologicos22,21,23466000,2023-07-12 18:30:00,25.84,197.00,0.00
DadosHidrometereologicos23,22,23466000,2023-07-12 18:15:00,25.84,197.00,0.00
DadosHidrometereologicos24,23,23466000,2023-07-12 18:00:00,25.84,197.00,0.00
DadosHidrometereologicos25,24,23466000,2023-07-12 17:45:00,25.84,197.00,0.00
DadosHidrometereologicos26,25,23466000,2023-07-12 17:30:00,25.84,197.00,0.00
DadosHidrometereologicos27,26,23466000,2023-07-12 17:15:00,25.84,197.00,0.00
DadosHidrometereologicos28,27,23466000,2023-07-12 17:00:00,25.84,197.00,0.00
DadosHidrometereologicos29,28,23466000,2023-07-12 16:45:00,25.84,197.00,0.00
DadosHidrometereologicos30,29,23466000,2023-07-12 16:30:00,25.84,197.00,0.00
DadosHidrometereologicos31,30,23466000,2023-07-12 16:15:00,25.84,197.00,0.00
DadosHidrometereologicos32,31,23466000,2023-07-12 16:00:00,26.52,198.00,0.00
DadosHidrometereologicos33,32,23466000,2023-07-12 15:45:00,26.52,198.00,0.00
DadosHidrometereologicos34,33,23466000,2023-07-12 15:30:00,26.52,198.00,0.00
DadosHidrometereologicos35,34,23466000,2023-07-12 15:15:00,26.52,198.00,0.00
DadosHidrometereologicos36,35,23466000,2023-07-12 15:00:00,26.52,198.00,0.00
DadosHidrometereologicos37,36,23466000,2023-07-12 14:45:00,27.21,199.00,0.00
DadosHidrometereologicos38,37,23466000,2023-07-12 14:30:00,27.21,199.00,0.00
DadosHidrometereologicos39,38,23466000,2023-07-12 14:15:00,27.21,199.00,0.00
DadosHidrometereologicos40,39,23466000,2023-07-12 14:00:00,27.21,199.00,0.00
DadosHidrometereologicos41,40,23466000,2023-07-12 13:45:00,27.21,199.00,0.00
DadosHidrometereologicos42,41,23466000,2023-07-12 13:30:00,27.21,199.00,0.00
DadosHidrometereologicos43,42,23466000,2023-07-12 13:15:00,27.21,199.00,0.00
DadosHidrometereologicos44,43,23466000,2023-07-12 13:00:00,26.52,198.00,0.00
DadosHidrometereologicos45,44,23466000,2023-07-12 12:45:00,26.52,198.00,0.00
DadosHidrometereologicos46,45,23466000,2023-07-12 12:30:00,27.21,199.00,0.00
DadosHidrometereologicos47,46,23466000,2023-07-12 12:15:00,26.52,198.00,0.00
DadosHidrometereologicos48,47,23466000,2023-07-12 12:00:00,26.52,198.00,0.00
DadosHidrometereologicos49,48,23466000,2023-07-12 11:45:00,26.52,198.00,0.00
DadosHidrometereologicos50,49,23466000,2023-07-12 11:30:00,26.52,198.00,0.00
DadosHidrometereologicos51,50,23466000,2023-07-12 11:15:00,26.52,198.00,0.00
DadosHidrometereologicos52,51,23466000,2023-07-12 11:00:00,26.52,198.00,0.00
DadosHidrometereologicos53,52,23466000,2023-07-12 10:45:00,25.84,197.00,0.00
DadosHidrometereologicos54,53,23466000,2023-07-12 10:30:00,25.84,197.00,0.00
DadosHidrometereologicos55,54,23466000,2023-07-12 10:15:00,25.84,197.00,0.00
DadosHidrometereologicos56,55,23466000,2023-07-12 10:00:00,25.84,197.00,0.00
DadosHidrometereologicos57,56,23466000,2023-07-12 09:45:00,25.84,197.00,0.00
DadosHidrometereologicos58,57,23466000,2023-07-12 09:30:00,25.84,197.00,0.00
DadosHidrometereologicos59,58,23466000,2023-07-12 09:15:00,25.84,197.00,0.00
DadosHidrometereologicos60,59,23466000,2023-07-12 09:00:00,25.84,197.00,0.00
DadosHidrometereologicos61,60,23466000,2023-07-12 08:45:00,25.84,197.00,0.00
DadosHidrometereologicos62,61,23466000,2023-07-12 08:30:00,25.84,197.00,0.00
DadosHidrometereologicos63,62,23466000,2023-07-12 08:15:00,25.84,197.00,0.00
DadosHidrometereologicos64,63,23466000,2023-07-12 08:00:00,25.84,197.00,0.00
DadosHidrometereologicos65,64,23466000,2023-07-12 07:45:00,25.84,197.00,0.00
DadosHidrometereologicos66,65,23466000,2023-07-12 07:30:00,25.84,197.00,0.00
DadosHidrometereologicos67,66,23466000,2023-07-12 07:15:00,25.84,197.00,0.00
DadosHidrometereologicos68,67,23466000,2023-07-12 07:00:00,25.84,197.00,0.00
DadosHidrometereologicos69,68,23466000,2023-07-12 06:45:00,25.84,197.00,0.00
DadosHidrometereologicos70,69,23466000,2023-07-12 06:30:00,25.84,197.00,0.00
DadosHidrometereologicos71,70,23466000,2023-07-12 06:15:00,25.84,197.00,0.00
DadosHidrometereologicos72,71,23466000,2023-07-12 06:00:00,25.84,197.00,0.00
DadosHidrometereologicos73,72,23466000,2023-07-12 05:45:00,25.84,197.00,0.00
DadosHidrometereologicos74,73,23466000,2023-07-12 05:30:00,25.84,197.00,0.00
DadosHidrometereologicos75,74,23466000,2023-07-12 05:15:00,25.84,197.00,0.00
DadosHidrometereologicos76,75,23466000,2023-07-12 05:00:00,25.84,197.00,0.00
DadosHidrometereologicos77,76,23466000,2023-07-12 04:45:00,25.84,197.00,0.00
DadosHidrometereologicos78,77,23466000,2023-07-12 04:30:00,25.84,197.00,0.00
DadosHidrometereologicos79,78,23466000,2023-07-12 04:15:00,25.84,197.00,0.00
DadosHidrometereologicos80,79,23466000,2023-07-12 04:00:00,25.84,197.00,0.00
DadosHidrometereologicos81,80,23466000,2023-07-12 03:45:00,25.84,197.00,0.00
DadosHidrometereologicos82,81,23466000,2023-07-12 03:30:00,25.84,197.00,0.00
DadosHidrometereologicos83,82,23466000,2023-07-12 03:15:00,25.84,197.00,0.00
DadosHidrometereologicos84,83,23466000,2023-07-12 03:00:00,25.84,197.00,0.00
