@diffgr:id,@msdata:rowOrder,CodEstacao,DataHora,Vazao,Nivel,Chuva
DadosHidrometereologicos1,0,33760000,2023-07-11 23:45:00,37.12,254.00,0.00
DadosHidrometereologicos2,1,33760000,2023-07-11 23:30:00,37.12,254.00,0.00
DadosHidrometereologicos3,2,33760000,2023-07-11 23:15:00,37.12,254.00,0.00
DadosHidrometereologicos4,3,33760000,2023-07-11 23:00:00,37.12,254.00,0.00
DadosHidrometereologicos5,4,33760000,2023-07-11 22:45:00,36.86,253.00,0.00
DadosHidrometereologicos6,5,33760000,2023-07-11 22:30:00,37.12,254.00,0.00
DadosHidrometereologicos7,6,33760000,2023-07-11 22:15:00,37.12,254.00,0.00
DadosHidrometereologicos8,7,33760000,2023-07-11 22:00:00,37.12,254.00,0.00
DadosHidrometereologicos9,8,33760000,2023-07-11 21:45:00,37.12,254.00,0.00
DadosHidrometereologicos10,9,33760000,2023-07-11 21:30:00,37.12,254.00,0.00
DadosHidrometereologicos11,10,33760000,2023-07-11 21:15:00,37.12,254.00,0.00
DadosHidrometereologicos12,11,33760000,2023-07-11 21:00:00,37.12,254.00,0.00
DadosHidrometereologicos13,12,33760000,2023-07-11 20:45:00,37.12,254.00,0.00
DadosHidrometereologicos14,13,33760000,2023-07-11 20:30:00,37.12,254.00,0.00
DadosHidrometereologicos15,14,33760000,2023-07-11 20:15:00,37.38,255.00,0.00
DadosHidrometereologicos16,15,33760000,2023-07-11 20:00:00,37.38,255.00,0.00
DadosHidrometereologicos17,16,33760000,2023-07-11 19:45:00,37.12,254.00,0.00
DadosHidrometereologicos18,17,33760000,2023-07-11 19:30:00,37.12,254.00,0.00
DadosHidrometereologicos19,18,33760000,2023-07-11 19:15:00,37.38,255.00,0.00
DadosHidrometereologicos20,19,33760000,2023-07-11 19:00:00,37.38,255.00,0.00
DadosHidrometereologicos21,20,33760000,2023-07-11 18:45:00,37.38,255.00,0.00
DadosHidrometereologicos22,21,33760000,2023-07-11 18:30:00,37.38,255.00,0.00
DadosHidrometereologicos23,22,33760000,2023-07-11 18:15:00,37.38,255.00,0.00
DadosHidrometereologicos24,23,33760000,2023-07-11 18:00:00,37.38,255.00,0.00
DadosHidrometereologicos25,24,33760000,2023-07-11 17:45:00,37.38,255.00,0.00
